index,date,number_of_game,day_of_week,v_name,v_league,v_game_number,h_name,h_league,h_game_number,v_score,h_score,length_outs,day_night,completion,forefeit,protest,park_id,attendance,,,
159168,20110817,0,Wed,MIN,AL,122,DET,AL,123,6,5,54,N,,,,DET05,34835,,,
159169,20110817,0,Wed,NYA,AL,121,KCA,AL,124,4,5,51,N,,,,KAN06,22435,,,
159170,20110817,0,Wed,BAL,AL,121,OAK,AL,123,5,6,51,D,,,,OAK01,20448,,,
159171,20110817,0,Wed,TOR,AL,123,SEA,AL,122,5,1,54,N,,,,SEA03,26579,,,
159172,20110818,0,Thu,SFN,NL,125,ATL,NL,125,0,1,51,N,,,,ATL02,30720,,,
159173,20110818,0,Thu,LAN,NL,123,MIL,NL,125,5,1,54,D,,,,MIL06,42873,,,
159174,20110818,0,Thu,ARI,NL,124,PHI,NL,122,1,4,51,N,,,,PHI13,45633,,,
159175,20110818,0,Thu,FLO,NL,124,SDN,NL,126,1,3,51,N,,,,SAN02,18403,,,
159176,20110818,0,Thu,CIN,NL,124,WAS,NL,122,1,3,51,N,,,,WAS11,19508,,,
159177,20110818,0,Thu,TEX,AL,125,ANA,AL,125,1,2,51,N,,,,ANA01,41123,,,
159178,20110818,0,Thu,CLE,AL,120,CHA,AL,123,4,2,54,N,,,,CHI12,27079,,,
159179,20110818,0,Thu,BOS,AL,123,KCA,AL,125,4,3,54,N,,,,KAN06,20547,,,
159180,20110818,0,Thu,NYA,AL,122,MIN,AL,123,8,4,54,N,,,,MIN04,41126,,,
159181,20110818,0,Thu,TOR,AL,124,OAK,AL,124,7,0,54,N,,,,OAK01,12220,,,
159182,20110819,0,Fri,ARI,NL,125,ATL,NL,126,2,4,51,N,,,,ATL02,30142,,,
159183,20110819,0,Fri,SLN,NL,125,CHN,NL,125,4,5,58,D,,,,CHI11,42343,,,
159184,20110819,0,Fri,LAN,NL,124,COL,NL,126,8,2,54,N,,,,DEN02,44984,,,
159185,20110819,0,Fri,SFN,NL,126,HOU,NL,125,0,6,51,N,,,,HOU03,26259,,,
159186,20110819,0,Fri,MIL,NL,126,NYN,NL,124,6,1,54,N,,,,NYC20,24470,,,
159187,20110819,0,Fri,CIN,NL,125,PIT,NL,123,11,8,54,N,,,,PIT08,36620,,,
159188,20110819,0,Fri,FLO,NL,125,SDN,NL,127,3,4,51,N,,,,SAN02,26065,,,
159189,20110819,0,Fri,PHI,NL,123,WAS,NL,123,4,8,53,N,,,,WAS11,37841,,,
159190,20110819,0,Fri,BAL,AL,122,ANA,AL,126,3,8,51,N,,,,ANA01,38156,,,
159191,20110819,0,Fri,TEX,AL,126,CHA,AL,124,7,4,54,N,,,,CHI12,28308,,,
159192,20110819,0,Fri,CLE,AL,121,DET,AL,124,1,4,51,N,,,,DET05,44222,,,
159193,20110819,0,Fri,BOS,AL,124,KCA,AL,126,7,1,54,N,,,,KAN06,21262,,,
159194,20110819,0,Fri,NYA,AL,123,MIN,AL,124,8,1,54,N,,,,MIN04,41328,,,
159195,20110819,0,Fri,TOR,AL,125,OAK,AL,125,0,2,51,N,,,,OAK01,13174,,,
159196,20110819,0,Fri,SEA,AL,123,TBA,AL,123,2,3,51,N,,,,STP01,14884,,,
159197,20110820,0,Sat,ARI,NL,126,ATL,NL,127,1,8,51,N,,,,ATL02,39294,,,
159198,20110820,0,Sat,SLN,NL,126,CHN,NL,126,0,3,51,D,,,,CHI11,42374,,,
159199,20110820,0,Sat,LAN,NL,125,COL,NL,127,6,7,77,D,,,,DEN02,45195,,,
159200,20110820,0,Sat,SFN,NL,127,HOU,NL,126,5,7,51,N,,,,HOU03,29046,,,
159201,20110820,0,Sat,MIL,NL,127,NYN,NL,125,11,9,54,D,,,,NYC20,28234,,,
159202,20110820,0,Sat,CIN,NL,126,PIT,NL,124,3,5,51,D,,,,PIT08,37826,,,
159203,20110820,0,Sat,FLO,NL,126,SDN,NL,128,1,14,51,N,,,,SAN02,37268,,,
159204,20110820,0,Sat,PHI,NL,124,WAS,NL,124,5,0,54,N,,,,WAS11,44685,,,
159205,20110820,0,Sat,BAL,AL,123,ANA,AL,127,8,9,70,N,,,,ANA01,43201,,,
159206,20110820,0,Sat,TEX,AL,127,CHA,AL,125,2,3,51,N,,,,CHI12,30021,,,
159207,20110820,0,Sat,CLE,AL,122,DET,AL,125,1,10,51,N,,,,DET05,44629,,,
159208,20110820,0,Sat,BOS,AL,125,KCA,AL,127,4,9,51,N,,,,KAN06,28588,,,
159209,20110820,0,Sat,NYA,AL,124,MIN,AL,125,4,9,51,N,,,,MIN04,41254,,,
159210,20110820,0,Sat,TOR,AL,126,OAK,AL,126,1,5,51,N,,,,OAK01,28434,,,
159211,20110820,0,Sat,SEA,AL,124,TBA,AL,124,0,8,51,N,,,,STP01,20148,,,
159212,20110821,0,Sun,ARI,NL,127,ATL,NL,128,0,1,51,D,,,,ATL02,34846,,,
159213,20110821,0,Sun,SLN,NL,127,CHN,NL,127,6,2,54,N,,,,CHI11,39420,,,
159214,20110821,0,Sun,LAN,NL,126,COL,NL,128,3,5,51,D,,,,DEN02,49083,,,
159215,20110821,0,Sun,SFN,NL,128,HOU,NL,127,6,4,66,D,,,,HOU03,25838,,,
159216,20110821,0,Sun,MIL,NL,128,NYN,NL,126,6,2,54,D,,,,NYC20,25949,,,
159217,20110821,0,Sun,CIN,NL,127,PIT,NL,125,5,4,54,D,,,,PIT08,29967,,,
159218,20110821,0,Sun,FLO,NL,127,SDN,NL,129,3,4,51,D,,,,SAN02,40065,,,
159219,20110821,0,Sun,PHI,NL,125,WAS,NL,125,4,5,58,D,,,,WAS11,41727,,,
159220,20110821,0,Sun,BAL,AL,124,ANA,AL,128,1,7,51,D,,,,ANA01,37148,,,
159221,20110821,0,Sun,TEX,AL,128,CHA,AL,126,0,10,51,D,,,,CHI12,25033,,,
159222,20110821,0,Sun,CLE,AL,123,DET,AL,126,7,8,51,D,,,,DET05,43388,,,
159223,20110821,0,Sun,BOS,AL,126,KCA,AL,128,6,1,54,D,,,,KAN06,25723,,,
159224,20110821,0,Sun,NYA,AL,125,MIN,AL,126,3,0,54,D,,,,MIN04,41242,,,
159225,20110821,0,Sun,TOR,AL,127,OAK,AL,127,1,0,54,D,,,,OAK01,16811,,,
159226,20110821,0,Sun,SEA,AL,125,TBA,AL,125,7,8,51,D,,,,STP01,17226,,,
159227,20110822,0,Mon,ATL,NL,129,CHN,NL,128,3,0,54,N,,,,CHI11,37061,,,
159228,20110822,0,Mon,HOU,NL,128,COL,NL,129,5,9,51,N,,,,DEN02,27166,,,
159229,20110822,0,Mon,NYN,NL,127,PHI,NL,126,0,10,51,N,,,,PHI13,45783,,,
159230,20110822,1,Mon,MIL,NL,129,PIT,NL,126,8,1,54,N,,,,PIT08,0,,,
159231,20110822,2,Mon,MIL,NL,130,PIT,NL,127,2,9,51,N,,,,PIT08,19380,,,
159232,20110822,0,Mon,LAN,NL,127,SLN,NL,128,2,1,54,N,,,,STL10,35198,,,
159233,20110822,0,Mon,ARI,NL,128,WAS,NL,126,1,4,51,N,,,,WAS11,19377,,,
159234,20110822,0,Mon,SEA,AL,126,CLE,AL,124,3,2,54,N,,,,CLE08,21582,,,
159235,20110822,0,Mon,BAL,AL,125,MIN,AL,127,4,1,54,N,,,,MIN04,38986,,,
159236,20110822,0,Mon,DET,AL,127,TBA,AL,126,5,2,54,N,,,,STP01,13048,,,
159237,20110822,0,Mon,BOS,AL,127,TEX,AL,129,0,4,51,N,,,,ARL02,33920,,,
159238,20110823,0,Tue,ATL,NL,130,CHN,NL,129,5,4,54,N,,,,CHI11,36639,,,
159239,20110823,0,Tue,HOU,NL,129,COL,NL,130,6,8,51,N,,,,DEN02,31179,,,
159240,20110823,0,Tue,CIN,NL,128,FLO,NL,128,8,6,54,N,,,,MIA01,21204,,,
159241,20110823,0,Tue,NYN,NL,128,PHI,NL,127,4,9,51,N,,,,PHI13,45770,,,
159242,20110823,0,Tue,MIL,NL,131,PIT,NL,128,11,4,54,N,,,,PIT08,21411,,,
159243,20110823,0,Tue,SDN,NL,130,SFN,NL,129,7,5,54,N,,,,SFO03,41288,,,
159244,20110823,0,Tue,LAN,NL,128,SLN,NL,129,13,2,54,N,,,,STL10,37062,,,
159245,20110823,0,Tue,ARI,NL,129,WAS,NL,127,2,0,54,N,,,,WAS11,17029,,,
159246,20110823,0,Tue,CHA,AL,127,ANA,AL,129,4,5,52,N,,,,ANA01,37728,,,
159247,20110823,1,Tue,SEA,AL,127,CLE,AL,125,5,7,51,D,,,,CLE08,22805,,,
159248,20110823,2,Tue,SEA,AL,128,CLE,AL,126,12,7,54,N,,,,CLE08,22590,,,
159249,20110823,0,Tue,BAL,AL,126,MIN,AL,128,8,1,54,N,,,,MIN04,38786,,,
159250,20110823,0,Tue,OAK,AL,128,NYA,AL,126,6,5,54,N,,,,NYC21,47343,,,
159251,20110823,0,Tue,DET,AL,128,TBA,AL,127,2,1,54,N,,,,STP01,11475,,,
159252,20110823,0,Tue,BOS,AL,128,TEX,AL,130,11,5,54,N,,,,ARL02,25705,,,
159253,20110823,0,Tue,KCA,AL,129,TOR,AL,128,6,4,54,N,,,,TOR02,20009,,,
159254,20110824,0,Wed,ATL,NL,131,CHN,NL,130,2,3,51,N,,,,CHI11,37098,,,
159255,20110824,0,Wed,HOU,NL,130,COL,NL,131,6,7,58,D,,,,DEN02,30333,,,
159256,20110824,1,Wed,CIN,NL,129,FLO,NL,129,5,6,51,D,,,,MIA01,0,,,
159257,20110824,2,Wed,CIN,NL,130,FLO,NL,130,3,2,54,N,,,,MIA01,22505,,,
159258,20110824,0,Wed,NYN,NL,129,PHI,NL,128,7,4,54,D,,,,PHI13,45689,,,
159259,20110824,0,Wed,MIL,NL,132,PIT,NL,129,0,2,51,D,,,,PIT08,18013,,,
159260,20110824,0,Wed,SDN,NL,131,SFN,NL,130,1,2,51,N,,,,SFO03,41542,,,
159261,20110824,0,Wed,LAN,NL,129,SLN,NL,130,9,4,54,D,,,,STL10,32959,,,
159262,20110824,0,Wed,ARI,NL,130,WAS,NL,128,4,2,54,N,,,,WAS11,17881,,,
159263,20110824,0,Wed,CHA,AL,128,ANA,AL,130,0,8,51,N,,,,ANA01,36610,,,
159264,20110824,0,Wed,SEA,AL,129,CLE,AL,127,9,2,54,D,,,,CLE08,16037,,,
159265,20110824,0,Wed,BAL,AL,127,MIN,AL,129,6,1,54,N,,,,MIN04,37778,,,
159266,20110824,0,Wed,OAK,AL,129,NYA,AL,127,6,4,60,N,,,,NYC21,47271,,,
159267,20110824,0,Wed,DET,AL,129,TBA,AL,128,2,3,59,N,,,,STP01,13910,,,
159268,20110824,0,Wed,BOS,AL,129,TEX,AL,131,13,2,54,N,,,,ARL02,30724,,,
159269,20110824,0,Wed,KCA,AL,130,TOR,AL,129,3,4,51,N,,,,TOR02,18292,,,
159270,20110825,0,Thu,ATL,NL,132,CHN,NL,131,8,3,54,D,,,,CHI11,36136,,,
159271,20110825,0,Thu,HOU,NL,131,SFN,NL,131,3,1,54,N,,,,SFO03,41115,,,
159272,20110825,0,Thu,PIT,NL,130,SLN,NL,131,4,8,51,N,,,,STL10,36503,,,
159273,20110825,0,Thu,ARI,NL,131,WAS,NL,129,8,1,54,N,,,,WAS11,17666,,,
159274,20110825,0,Thu,BAL,AL,128,MIN,AL,130,6,1,54,D,,,,MIN04,38406,,,
159275,20110825,0,Thu,OAK,AL,130,NYA,AL,128,9,22,51,D,,,,NYC21,46369,,,
159276,20110825,0,Thu,DET,AL,130,TBA,AL,129,2,0,54,D,,,,STP01,14069,,,
159277,20110825,0,Thu,BOS,AL,130,TEX,AL,132,6,0,54,N,,,,ARL02,29729,,,
159278,20110825,0,Thu,KCA,AL,131,TOR,AL,130,9,6,54,N,,,,TOR02,17355,,,
159279,20110826,0,Fri,SDN,NL,132,ARI,NL,132,0,5,51,N,,,,PHO01,34074,,,
159280,20110826,0,Fri,WAS,NL,130,CIN,NL,131,3,4,52,N,,,,CIN09,35089,,,
159281,20110826,0,Fri,COL,NL,132,LAN,NL,130,1,6,51,N,,,,LOS03,38960,,,
159282,20110826,0,Fri,CHN,NL,132,MIL,NL,133,2,5,51,N,,,,MIL06,41661,,,
159283,20110826,0,Fri,ATL,NL,133,NYN,NL,130,0,6,51,N,,,,NYC20,22736,,,
159284,20110826,0,Fri,FLO,NL,131,PHI,NL,129,6,5,54,N,,,,PHI13,45523,,,
159285,20110826,0,Fri,HOU,NL,132,SFN,NL,132,1,2,51,N,,,,SFO03,41438,,,
159286,20110826,0,Fri,PIT,NL,131,SLN,NL,132,4,5,51,N,,,,STL10,40480,,,
159287,20110826,0,Fri,NYA,AL,129,BAL,AL,129,5,12,51,N,,,,BAL12,32762,,,
159288,20110826,0,Fri,OAK,AL,131,BOS,AL,131,15,5,54,N,,,,BOS07,38239,,,
159289,20110826,0,Fri,KCA,AL,132,CLE,AL,128,1,2,51,N,,,,CLE08,41337,,,
159290,20110826,0,Fri,DET,AL,131,MIN,AL,131,8,1,54,N,,,,MIN04,38918,,,
159291,20110826,0,Fri,CHA,AL,129,SEA,AL,130,4,2,54,N,,,,SEA03,28621,,,
159292,20110826,0,Fri,ANA,AL,131,TEX,AL,133,7,11,51,N,,,,ARL02,38256,,,
159293,20110826,0,Fri,TBA,AL,130,TOR,AL,131,6,1,54,N,,,,TOR02,20491,,,
159294,20110827,0,Sat,SDN,NL,133,ARI,NL,133,1,3,51,N,,,,PHO01,35603,,,
159295,20110827,0,Sat,WAS,NL,131,CIN,NL,132,3,6,51,N,,,,CIN09,30423,,,
159296,20110827,0,Sat,COL,NL,133,LAN,NL,131,6,7,64,D,,,,LOS03,35537,,,
159297,20110827,0,Sat,CHN,NL,133,MIL,NL,134,4,6,51,N,,,,MIL06,44091,,,
159298,20110827,0,Sat,HOU,NL,133,SFN,NL,133,1,2,59,N,,,,SFO03,42318,,,
159299,20110827,0,Sat,PIT,NL,132,SLN,NL,133,7,0,54,D,,,,STL10,35812,,,
159300,20110827,1,Sat,OAK,AL,132,BOS,AL,132,3,9,51,D,,,,BOS07,37314,,,
159301,20110827,2,Sat,OAK,AL,133,BOS,AL,133,0,4,51,N,,,,BOS07,37039,,,
159302,20110827,0,Sat,KCA,AL,133,CLE,AL,129,7,8,51,N,,,,CLE08,35370,,,
159303,20110827,0,Sat,DET,AL,132,MIN,AL,132,6,4,54,D,,,,MIN04,40179,,,
159304,20110827,0,Sat,CHA,AL,130,SEA,AL,131,3,0,54,N,,,,SEA03,30522,,,
159305,20110827,0,Sat,ANA,AL,132,TEX,AL,134,8,4,54,N,,,,ARL02,48453,,,
159306,20110827,0,Sat,TBA,AL,131,TOR,AL,132,6,5,54,D,,,,TOR02,24052,,,
159307,20110828,0,Sun,SDN,NL,134,ARI,NL,134,1,6,51,D,,,,PHO01,27564,,,
159308,20110828,0,Sun,WAS,NL,132,CIN,NL,133,4,5,81,D,,,,CIN09,28415,,,
159309,20110828,0,Sun,COL,NL,134,LAN,NL,132,7,6,54,D,,,,LOS03,38503,,,
159310,20110828,0,Sun,CHN,NL,134,MIL,NL,135,2,3,51,D,,,,MIL06,41883,,,
159311,20110828,0,Sun,HOU,NL,134,SFN,NL,134,4,3,66,D,,,,SFO03,41681,,,
159312,20110828,0,Sun,PIT,NL,133,SLN,NL,134,4,7,51,D,,,,STL10,38429,,,
159313,20110828,1,Sun,NYA,AL,130,BAL,AL,130,0,2,51,D,,,,BAL12,28751,,,
159314,20110828,2,Sun,NYA,AL,131,BAL,AL,131,8,3,54,N,,,,BAL12,37528,,,
159315,20110828,0,Sun,KCA,AL,134,CLE,AL,130,2,1,54,D,,,,CLE08,27908,,,
159316,20110828,0,Sun,DET,AL,133,MIN,AL,133,4,11,51,D,,,,MIN04,39130,,,
159317,20110828,0,Sun,CHA,AL,131,SEA,AL,132,9,3,54,D,,,,SEA03,25630,,,
159318,20110828,0,Sun,ANA,AL,133,TEX,AL,135,5,9,51,N,,,,ARL02,40018,,,
159319,20110828,0,Sun,TBA,AL,132,TOR,AL,133,12,0,54,D,,,,TOR02,21618,,,
159320,20110829,0,Mon,COL,NL,135,ARI,NL,135,1,5,51,N,,,,PHO01,19478,,,
159321,20110829,0,Mon,PHI,NL,130,CIN,NL,134,3,2,54,N,,,,CIN09,21360,,,
159322,20110829,0,Mon,PIT,NL,134,HOU,NL,135,4,7,51,N,,,,HOU03,19250,,,
159323,20110829,0,Mon,SDN,NL,135,LAN,NL,133,1,4,51,N,,,,LOS03,29764,,,
159324,20110829,1,Mon,FLO,NL,132,NYN,NL,131,1,2,51,D,,,,NYC20,0,,,
159325,20110829,2,Mon,FLO,NL,133,NYN,NL,132,1,5,51,N,,,,NYC20,29335,,,
159326,20110829,0,Mon,CHN,NL,135,SFN,NL,135,7,0,54,N,,,,SFO03,41063,,,
159327,20110829,0,Mon,NYA,AL,132,BAL,AL,132,3,2,54,N,,,,BAL12,18223,,,
159328,20110829,0,Mon,MIN,AL,134,CHA,AL,132,0,3,51,N,,,,CHI12,24120,,,
159329,20110829,0,Mon,OAK,AL,134,CLE,AL,131,1,2,51,N,,,,CLE08,18201,,,
159330,20110829,0,Mon,KCA,AL,135,DET,AL,134,9,5,54,N,,,,DET05,32423,,,
159331,20110829,0,Mon,ANA,AL,134,SEA,AL,133,3,5,51,N,,,,SEA03,16990,,,
159332,20110829,0,Mon,TBA,AL,133,TOR,AL,134,3,7,51,N,,,,TOR02,19725,,,
159333,20110830,0,Tue,COL,NL,136,ARI,NL,136,4,9,51,N,,,,PHO01,20231,,,
159334,20110830,0,Tue,WAS,NL,133,ATL,NL,134,9,2,54,N,,,,ATL02,16674,,,
159335,20110830,0,Tue,PHI,NL,131,CIN,NL,135,9,0,54,N,,,,CIN09,19317,,,
159336,20110830,0,Tue,PIT,NL,135,HOU,NL,136,2,8,51,N,,,,HOU03,21750,,,
159337,20110830,0,Tue,SDN,NL,136,LAN,NL,134,5,8,51,N,,,,LOS03,36589,,,
159338,20110830,0,Tue,SLN,NL,135,MIL,NL,136,2,1,54,N,,,,MIL06,42384,,,
159339,20110830,0,Tue,FLO,NL,134,NYN,NL,133,6,0,54,N,,,,NYC20,30806,,,
159340,20110830,0,Tue,CHN,NL,136,SFN,NL,136,5,2,54,N,,,,SFO03,41165,,,
159341,20110830,0,Tue,TOR,AL,135,BAL,AL,133,5,6,58,N,,,,BAL12,10756,,,
159342,20110830,0,Tue,NYA,AL,133,BOS,AL,134,5,2,54,N,,,,BOS07,37773,,,
159343,20110830,0,Tue,MIN,AL,135,CHA,AL,133,6,8,51,N,,,,CHI12,21632,,,
159344,20110830,0,Tue,OAK,AL,135,CLE,AL,132,2,6,51,N,,,,CLE08,20372,,,
159345,20110830,0,Tue,KCA,AL,136,DET,AL,135,1,2,58,N,,,,DET05,34866,,,
159346,20110830,0,Tue,ANA,AL,135,SEA,AL,134,13,6,54,N,,,,SEA03,15536,,,
159347,20110830,0,Tue,TBA,AL,134,TEX,AL,136,0,2,51,N,,,,ARL02,23069,,,
159348,20110831,0,Wed,COL,NL,137,ARI,NL,137,2,4,51,N,,,,PHO01,23062,,,
159349,20110831,0,Wed,WAS,NL,134,ATL,NL,135,1,3,51,N,,,,ATL02,20687,,,
159350,20110831,0,Wed,PHI,NL,132,CIN,NL,136,3,0,54,N,,,,CIN09,18567,,,
159351,20110831,0,Wed,PIT,NL,136,HOU,NL,137,0,2,51,N,,,,HOU03,22918,,,
159352,20110831,0,Wed,SDN,NL,137,LAN,NL,135,2,4,51,D,,,,LOS03,27767,,,
159353,20110831,0,Wed,SLN,NL,136,MIL,NL,137,8,3,54,N,,,,MIL06,38073,,,
159354,20110831,0,Wed,FLO,NL,135,NYN,NL,134,2,3,51,N,,,,NYC20,27905,,,
159355,20110831,0,Wed,CHN,NL,137,SFN,NL,137,0,4,51,D,,,,SFO03,41099,,,
159356,20110831,0,Wed,TOR,AL,136,BAL,AL,134,13,0,54,N,,,,BAL12,14211,,,
159357,20110831,0,Wed,NYA,AL,134,BOS,AL,135,5,9,51,N,,,,BOS07,38021,,,
159358,20110831,0,Wed,MIN,AL,136,CHA,AL,134,7,6,54,D,,,,CHI12,20346,,,
159359,20110831,0,Wed,OAK,AL,136,CLE,AL,133,3,4,94,N,,,,CLE08,15202,,,
159360,20110831,0,Wed,KCA,AL,137,DET,AL,136,4,5,51,D,,,,DET05,33572,,,
159361,20110831,0,Wed,ANA,AL,136,SEA,AL,135,1,2,51,N,,,,SEA03,18520,,,
159362,20110831,0,Wed,TBA,AL,135,TEX,AL,137,4,1,54,N,,,,ARL02,28034,,,
159363,20110901,0,Thu,WAS,NL,135,ATL,NL,136,2,5,51,N,,,,ATL02,18794,,,
159364,20110901,0,Thu,PHI,NL,133,CIN,NL,137,6,4,54,D,,,,CIN09,21438,,,
159365,20110901,0,Thu,SLN,NL,137,MIL,NL,138,8,4,54,D,,,,MIL06,34080,,,
159366,20110901,0,Thu,FLO,NL,136,NYN,NL,135,5,7,51,N,,,,NYC20,27562,,,
159367,20110901,0,Thu,LAN,NL,136,PIT,NL,137,6,4,54,D,,,,PIT08,12224,,,
159368,20110901,0,Thu,TOR,AL,137,BAL,AL,135,8,6,54,D,,,,BAL12,11617,,,
159369,20110901,0,Thu,NYA,AL,135,BOS,AL,136,4,2,54,N,,,,BOS07,38074,,,
159370,20110901,0,Thu,OAK,AL,137,CLE,AL,134,7,0,54,D,,,,CLE08,14192,,,
159371,20110901,0,Thu,KCA,AL,138,DET,AL,137,11,8,54,D,,,,DET05,39084,,,
159372,20110901,0,Thu,ANA,AL,137,SEA,AL,136,4,3,54,N,,,,SEA03,19453,,,
159373,20110901,0,Thu,TBA,AL,136,TEX,AL,138,2,7,51,N,,,,ARL02,26220,,,
159374,20110902,0,Fri,LAN,NL,137,ATL,NL,137,8,6,54,N,,,,ATL02,32563,,,
159375,20110902,0,Fri,PIT,NL,138,CHN,NL,138,3,1,54,D,,,,CHI11,35153,,,
159376,20110902,0,Fri,PHI,NL,134,FLO,NL,137,5,3,54,N,,,,MIA01,21659,,,
159377,20110902,0,Fri,MIL,NL,139,HOU,NL,138,8,2,54,N,,,,HOU03,20045,,,
159378,20110902,0,Fri,COL,NL,138,SDN,NL,138,3,0,54,N,,,,SAN02,22070,,,
159379,20110902,0,Fri,ARI,NL,138,SFN,NL,138,2,6,51,N,,,,SFO03,40948,,,
159380,20110902,0,Fri,CIN,NL,138,SLN,NL,138,11,8,54,N,,,,STL10,36970,,,
159381,20110902,0,Fri,NYN,NL,136,WAS,NL,136,7,3,54,N,,,,WAS11,27907,,,
159382,20110902,0,Fri,MIN,AL,137,ANA,AL,138,13,5,54,N,,,,ANA01,37198,,,
159383,20110902,0,Fri,TEX,AL,139,BOS,AL,137,10,0,54,N,,,,BOS07,38083,,,
159384,20110902,0,Fri,CHA,AL,135,DET,AL,138,1,8,51,N,,,,DET05,42352,,,
159385,20110902,0,Fri,CLE,AL,135,KCA,AL,139,5,4,54,N,,,,KAN06,27251,,,
159386,20110902,0,Fri,TOR,AL,138,NYA,AL,136,2,3,51,N,,,,NYC21,47240,,,
159387,20110902,0,Fri,SEA,AL,137,OAK,AL,138,2,9,51,N,,,,OAK01,14972,,,
159388,20110902,0,Fri,BAL,AL,136,TBA,AL,137,3,2,54,N,,,,STP01,11955,,,
159389,20110903,0,Sat,LAN,NL,138,ATL,NL,138,2,1,60,N,,,,ATL02,37515,,,
159390,20110903,0,Sat,PIT,NL,139,CHN,NL,139,7,5,54,D,,,,CHI11,36628,,,
159391,20110903,0,Sat,PHI,NL,135,FLO,NL,138,4,8,51,N,,,,MIA01,25333,,,
159392,20110903,0,Sat,MIL,NL,140,HOU,NL,139,8,2,54,N,,,,HOU03,24982,,,
159393,20110903,0,Sat,COL,NL,139,SDN,NL,139,5,4,54,N,,,,SAN02,23974,,,
159394,20110903,0,Sat,ARI,NL,139,SFN,NL,139,7,2,54,N,,,,SFO03,41951,,,
159395,20110903,0,Sat,CIN,NL,139,SLN,NL,139,4,6,51,D,,,,STL10,41839,,,
159396,20110903,0,Sat,NYN,NL,137,WAS,NL,137,7,8,52,N,,,,WAS11,34821,,,
159397,20110903,0,Sat,MIN,AL,138,ANA,AL,139,6,10,51,N,,,,ANA01,39102,,,
159398,20110903,0,Sat,TEX,AL,140,BOS,AL,138,7,12,51,D,,,,BOS07,37806,,,
159399,20110903,0,Sat,CHA,AL,136,DET,AL,139,8,9,53,D,,,,DET05,40635,,,
159400,20110903,0,Sat,CLE,AL,136,KCA,AL,140,1,5,51,N,,,,KAN06,27126,,,
159401,20110903,0,Sat,TOR,AL,139,NYA,AL,137,4,6,51,D,,,,NYC21,47744,,,
159402,20110903,0,Sat,SEA,AL,138,OAK,AL,139,0,3,51,D,,,,OAK01,19732,,,
159403,20110903,0,Sat,BAL,AL,137,TBA,AL,138,3,6,51,N,,,,STP01,14223,,,
159404,20110904,0,Sun,LAN,NL,139,ATL,NL,139,3,4,53,D,,,,ATL02,33852,,,
159405,20110904,0,Sun,PIT,NL,140,CHN,NL,140,3,6,51,D,,,,CHI11,40469,,,
159406,20110904,0,Sun,PHI,NL,136,FLO,NL,139,4,5,83,D,,,V,MIA01,21234,,,
159407,20110904,0,Sun,MIL,NL,141,HOU,NL,140,4,0,54,D,,,,HOU03,21976,,,
159408,20110904,0,Sun,COL,NL,140,SDN,NL,140,2,7,51,D,,,,SAN02,24661,,,
159409,20110904,0,Sun,ARI,NL,140,SFN,NL,140,4,1,54,D,,,,SFO03,42222,,,
159410,20110904,0,Sun,CIN,NL,140,SLN,NL,140,3,2,60,D,,,,STL10,41647,,,
159411,20110904,0,Sun,NYN,NL,138,WAS,NL,138,6,3,54,D,,,,WAS11,29679,,,
159412,20110904,0,Sun,MIN,AL,139,ANA,AL,140,1,4,51,D,,,,ANA01,36638,,,
159413,20110904,0,Sun,TEX,AL,141,BOS,AL,139,11,4,54,D,,,,BOS07,37744,,,
159414,20110904,0,Sun,CHA,AL,137,DET,AL,140,2,18,51,N,,,,DET05,42671,,,
159415,20110904,0,Sun,CLE,AL,137,KCA,AL,141,9,6,54,D,,,,KAN06,34015,,,
159416,20110904,0,Sun,TOR,AL,140,NYA,AL,138,3,9,51,D,,,,NYC21,47464,,,
159417,20110904,0,Sun,SEA,AL,139,OAK,AL,140,5,8,51,D,,,,OAK01,19384,,,
159418,20110904,0,Sun,BAL,AL,138,TBA,AL,139,1,8,51,D,,,,STP01,15790,,,
159419,20110905,0,Mon,CIN,NL,141,CHN,NL,141,3,4,51,D,,,,CHI11,41341,,,
159420,20110905,0,Mon,ARI,NL,141,COL,NL,141,10,7,54,D,,,,DEN02,40342,,,
159421,20110905,0,Mon,NYN,NL,139,FLO,NL,140,3,9,51,N,,,,MIA01,21112,,,
159422,20110905,0,Mon,ATL,NL,140,PHI,NL,137,0,9,51,N,,,,PHI13,45267,,,
159423,20110905,0,Mon,HOU,NL,141,PIT,NL,141,1,3,51,D,,,,PIT08,13366,,,
159424,20110905,0,Mon,SFN,NL,141,SDN,NL,141,7,2,54,D,,,,SAN02,25066,,,
159425,20110905,0,Mon,MIL,NL,142,SLN,NL,141,4,1,54,D,,,,STL10,42043,,,
159426,20110905,0,Mon,LAN,NL,140,WAS,NL,139,2,7,51,D,,,,WAS11,25518,,,
159427,20110905,0,Mon,SEA,AL,140,ANA,AL,141,3,7,51,N,,,,ANA01,35497,,,
159428,20110905,0,Mon,DET,AL,141,CLE,AL,138,4,2,54,D,,,,CLE08,39824,,,
159429,20110905,1,Mon,CHA,AL,138,MIN,AL,140,2,1,54,D,,,,MIN04,40252,,,
159430,20110905,2,Mon,CHA,AL,139,MIN,AL,141,4,0,54,N,,,,MIN04,39849,,,
